date,region,Re_estimate,CI_down_Re_estimate,CI_up_Re_estimate
2020-11-23,AI,0.97,0.507,1.58
2020-11-24,AI,0.996,0.523,1.618
2020-11-25,AI,1.029,0.545,1.663
2020-11-26,AI,1.076,0.58,1.725
2020-11-27,AI,1.14,0.627,1.803
2020-11-28,AI,1.205,0.678,1.88
2020-11-29,AI,1.255,0.721,1.935
2020-11-30,AI,1.289,0.755,1.963
2020-12-01,AI,1.298,0.773,1.957
2020-12-02,AI,1.283,0.773,1.921
2020-12-03,AI,1.251,0.76,1.862
2020-12-04,AI,1.208,0.738,1.791
2020-12-05,AI,1.155,0.707,1.712
2020-12-06,AI,1.095,0.668,1.626
2020-12-07,AI,1.028,0.622,1.535
2020-12-08,AI,0.957,0.571,1.441
2020-12-09,AI,0.884,0.517,1.349
2020-12-10,AI,0.816,0.465,1.266
2020-12-11,AI,0.762,0.421,1.202
2020-12-12,AI,0.722,0.387,1.16
2020-12-13,AI,0.699,0.364,1.143
2020-12-14,AI,0.696,0.353,1.154
2020-12-15,AI,0.714,0.356,1.195
2020-12-16,AI,0.757,0.376,1.271
2020-12-17,AI,0.829,0.415,1.384
2020-12-18,AI,0.923,0.47,1.526
2020-12-19,AI,1.027,0.536,1.676
2020-12-20,AI,1.128,0.603,1.813
2020-12-21,AI,1.213,0.665,1.922
2020-12-22,AI,1.276,0.717,1.994
2020-12-23,AI,1.316,0.755,2.029
2020-12-24,AI,1.331,0.779,2.029
2020-12-25,AI,1.326,0.788,2.001
2020-12-26,AI,1.299,0.782,1.945
2020-12-27,AI,1.251,0.758,1.865
2020-12-28,AI,1.185,0.718,1.766
2020-12-29,AI,1.11,0.67,1.66
2020-12-30,AI,1.036,0.62,1.557
2020-12-31,AI,0.974,0.577,1.473
2021-01-01,AI,0.925,0.542,1.41
2021-01-02,AI,0.888,0.513,1.364
2021-01-03,AI,0.857,0.488,1.328
2021-01-04,AI,0.826,0.461,1.295
2021-01-05,AI,0.798,0.436,1.268
2021-01-06,AI,0.778,0.416,1.252
2021-01-07,AI,0.774,0.406,1.257
2021-01-08,AI,0.788,0.409,1.289
2021-01-09,AI,0.818,0.422,1.341
2021-01-10,AI,0.854,0.44,1.403
2021-01-11,AI,0.89,0.458,1.462
2021-01-12,AI,0.918,0.471,1.51
2021-01-13,AI,0.934,0.478,1.541
2021-01-14,AI,0.944,0.481,1.56
2021-01-15,AI,0.952,0.484,1.576
2021-01-16,AI,0.959,0.487,1.589
2021-01-17,AI,0.959,0.485,1.593
2021-01-18,AI,0.949,0.476,1.583
2021-01-19,AI,0.928,0.459,1.558
2021-01-20,AI,0.898,0.436,1.523
2021-01-21,AI,0.866,0.412,1.486
2021-01-22,AI,0.839,0.39,1.457
2021-01-23,AI,0.817,0.371,1.438
2021-01-24,AI,0.798,0.352,1.423
2021-01-25,AI,0.774,0.33,1.404
2021-01-26,AI,0.746,0.304,1.382
2021-01-27,AI,0.72,0.28,1.364
2021-01-28,AI,0.704,0.261,1.362
2021-01-29,AI,0.696,0.246,1.374
2021-01-30,AI,0.691,0.232,1.394
2021-01-31,AI,0.685,0.218,1.414
2021-02-01,AI,0.672,0.199,1.428
2021-02-02,AI,0.653,0.178,1.432
2021-02-03,AI,0.632,0.156,1.435
2021-02-04,AI,0.62,0.139,1.457
2021-02-05,AI,0.628,0.13,1.512
2021-02-06,AI,0.663,0.131,1.617
2021-02-07,AI,0.728,0.144,1.774
2021-02-08,AI,0.819,0.168,1.974
2021-02-09,AI,0.916,0.196,2.178
2021-02-10,AI,1.004,0.225,2.357
2021-02-11,AI,1.089,0.257,2.51
2021-02-12,AI,1.178,0.298,2.652
2021-02-13,AI,1.267,0.346,2.776
2021-02-14,AI,1.333,0.389,2.848
2021-02-15,AI,1.362,0.42,2.85
2021-02-16,AI,1.351,0.432,2.784
2021-02-17,AI,1.308,0.429,2.67
2021-02-18,AI,1.245,0.412,2.528
2021-02-19,AI,1.169,0.387,2.377
2021-02-20,AI,1.091,0.356,2.23
2021-02-21,AI,1.016,0.323,2.098
2021-02-22,AI,0.944,0.289,1.979
2021-02-23,AI,0.886,0.26,1.889
2021-02-24,AI,0.848,0.239,1.836
2021-02-25,AI,0.827,0.224,1.816
2021-02-26,AI,0.82,0.215,1.822
2021-02-27,AI,0.829,0.213,1.858
2021-02-28,AI,0.858,0.219,1.926
2021-03-01,AI,0.895,0.229,2.007
2021-03-02,AI,0.932,0.24,2.086
2021-03-03,AI,0.965,0.25,2.154
2021-03-04,AI,0.993,0.26,2.209
2021-03-05,AI,1.012,0.267,2.244
2021-03-06,AI,1.017,0.269,2.255
2021-03-07,AI,1.006,0.263,2.237
2021-03-08,AI,0.979,0.251,2.194
2021-03-09,AI,0.943,0.234,2.137
2021-03-10,AI,0.913,0.219,2.093
2021-03-11,AI,0.908,0.215,2.091
2021-03-12,AI,0.933,0.223,2.141
2021-03-13,AI,0.983,0.243,2.231
2021-03-14,AI,1.049,0.271,2.344
2021-03-15,AI,1.121,0.305,2.459
2021-03-16,AI,1.188,0.341,2.555
2021-03-17,AI,1.245,0.376,2.623
2021-03-18,AI,1.29,0.411,2.664
2021-03-19,AI,1.318,0.44,2.669
2021-03-20,AI,1.322,0.459,2.636
2021-03-21,AI,1.306,0.467,2.57
2021-03-22,AI,1.268,0.462,2.474
2021-03-23,AI,1.213,0.446,2.357
2021-03-24,AI,1.156,0.426,2.243
2021-03-25,AI,1.116,0.414,2.161
2021-03-26,AI,1.099,0.412,2.117
2021-03-27,AI,1.101,0.42,2.105
2021-03-28,AI,1.108,0.429,2.103
2021-03-29,AI,1.108,0.434,2.092
2021-03-30,AI,1.09,0.428,2.055
2021-03-31,AI,1.053,0.41,1.992
2021-04-01,AI,1.005,0.386,1.917
2021-04-02,AI,0.959,0.36,1.845
2021-04-03,AI,0.916,0.336,1.782
2021-04-04,AI,0.879,0.313,1.732
2021-04-05,AI,0.847,0.291,1.694
2021-04-06,AI,0.823,0.273,1.67
2021-04-07,AI,0.813,0.262,1.672
2021-04-08,AI,0.826,0.262,1.71
2021-04-09,AI,0.871,0.278,1.796
2021-04-10,AI,0.951,0.314,1.933
2021-04-11,AI,1.062,0.371,2.111
2021-04-12,AI,1.191,0.443,2.304
2021-04-13,AI,1.317,0.521,2.477
2021-04-14,AI,1.434,0.604,2.617
2021-04-15,AI,1.542,0.692,2.727
2021-04-16,AI,1.632,0.778,2.797
2021-04-17,AI,1.692,0.852,2.817
2021-04-18,AI,1.717,0.905,2.784
2021-04-19,AI,1.69,0.923,2.683
2021-04-20,AI,1.613,0.903,2.524
2021-04-21,AI,1.505,0.856,2.333
2021-04-22,AI,1.385,0.794,2.138
2021-04-23,AI,1.267,0.728,1.955
2021-04-24,AI,1.16,0.663,1.793
2021-04-25,AI,1.063,0.602,1.654
2021-04-26,AI,0.975,0.543,1.531
2021-04-27,AI,0.892,0.484,1.421
2021-04-28,AI,0.815,0.429,1.323
2021-04-29,AI,0.746,0.377,1.24
2021-04-30,AI,0.687,0.331,1.172
2021-05-01,AI,0.647,0.296,1.132
2021-05-02,AI,0.631,0.276,1.129
2021-05-03,AI,0.639,0.27,1.163
2021-05-04,AI,0.674,0.28,1.239
2021-05-05,AI,0.754,0.317,1.376
2021-05-06,AI,0.898,0.395,1.602
2021-05-07,AI,1.116,0.528,1.921
2021-05-08,AI,1.369,0.695,2.267
2021-05-09,AI,1.597,0.862,2.555
2021-05-10,AI,1.74,0.986,2.705
2021-05-11,AI,1.77,1.039,2.692
2021-05-12,AI,1.714,1.032,2.565
2021-05-13,AI,1.627,1.001,2.403
2021-05-14,AI,1.546,0.97,2.256
2021-05-15,AI,1.474,0.939,2.128
2021-05-16,AI,1.404,0.905,2.01
2021-05-17,AI,1.327,0.862,1.891
2021-05-18,AI,1.237,0.804,1.761
2021-05-19,AI,1.136,0.735,1.623
2021-05-20,AI,1.041,0.668,1.496
2021-05-21,AI,0.963,0.61,1.394
2021-05-22,AI,0.905,0.566,1.321
2021-05-23,AI,0.869,0.538,1.278
2021-05-24,AI,0.85,0.521,1.259
2021-05-25,AI,0.837,0.507,1.249
2021-05-26,AI,0.821,0.49,1.236
2021-05-27,AI,0.802,0.47,1.22
2021-05-28,AI,0.781,0.449,1.204
2021-05-29,AI,0.762,0.429,1.19
2021-05-30,AI,0.747,0.411,1.182
2021-05-31,AI,0.737,0.396,1.182
2021-06-01,AI,0.728,0.381,1.185
2021-06-02,AI,0.711,0.361,1.179
2021-06-03,AI,0.688,0.335,1.164
2021-06-04,AI,0.662,0.308,1.148
2021-06-05,AI,0.641,0.284,1.141
2021-06-06,AI,0.627,0.264,1.144
2021-06-07,AI,0.616,0.246,1.154
2021-06-08,AI,0.605,0.226,1.167
2021-06-09,AI,0.589,0.204,1.175
2021-06-10,AI,0.565,0.178,1.173
2021-06-11,AI,0.534,0.148,1.162
2021-06-12,AI,0.503,0.12,1.155
2021-06-13,AI,0.477,0.095,1.16
2021-06-14,AI,0.458,0.075,1.18
2021-06-15,AI,0.442,0.057,1.212
2021-06-16,AI,0.424,0.04,1.248
2021-06-17,AI,0.392,0.024,1.264
2021-06-18,AI,0.341,0.009,1.246
2021-06-19,AI,0.277,0,1.191
2021-06-20,AI,0.208,0,1.106
2021-06-21,AI,0.143,0,0.987
2021-06-22,AI,0.096,0,0.856
2021-06-23,AI,0.073,0,0.765
2021-06-24,AI,0.068,0,0.767
2021-06-25,AI,0.079,0,0.9
2021-06-26,AI,0.107,0,1.226
2021-06-27,AI,0.154,0,1.758
2021-06-28,AI,0.224,0,2.562
2021-06-29,AI,0.321,0,3.674
2021-06-30,AI,0.442,0,5.061
2021-07-01,AI,0.575,0,6.586
2021-07-02,AI,0.702,0,8.034
2021-07-03,AI,0.806,0,9.223
2021-07-04,AI,0.881,0,10.084
2021-07-05,AI,0.93,0,10.648
2021-07-06,AI,0.96,0,10.994
2021-07-07,AI,0.983,0,11.251
2021-07-08,AI,1.011,0,11.58
2021-07-09,AI,1.146,0,13.083
2021-07-10,AI,1.607,0,17.556
2021-07-11,AI,2.57,0,24.629
2021-07-12,AI,4.247,0,32.536
2021-07-13,AI,6.191,0,36.522
2021-07-14,AI,7.087,0.018,33.173
2021-07-15,AI,6.581,0.108,25.648
2021-07-16,AI,5.524,0.254,18.639
2021-07-17,AI,4.486,0.377,13.554
2021-07-18,AI,3.643,0.446,10.123
2021-07-19,AI,2.993,0.468,7.812
2021-07-20,AI,2.482,0.453,6.202
2021-07-21,AI,2.064,0.411,5.025
2021-07-22,AI,1.698,0.344,4.109
2021-07-23,AI,1.393,0.273,3.406
2021-07-24,AI,1.148,0.208,2.875
2021-07-25,AI,0.946,0.149,2.465
2021-07-26,AI,0.788,0.101,2.163
2021-07-27,AI,0.673,0.067,1.961
2021-07-28,AI,0.625,0.051,1.899
2021-07-29,AI,0.672,0.056,2.033
2021-07-30,AI,0.837,0.072,2.401
2021-07-31,AI,1.164,0.18,3.045
2021-08-01,AI,1.673,0.373,3.93
2021-08-02,AI,2.285,0.681,4.844
2021-08-03,AI,2.797,1.029,5.434
2021-08-04,AI,3.06,1.315,5.529
2021-08-05,AI,3.048,1.466,5.201
2021-08-06,AI,2.859,1.492,4.663
2021-08-07,AI,2.592,1.436,4.084
2021-08-08,AI,2.31,1.336,3.547
2021-08-09,AI,2.045,1.219,3.081
2021-08-10,AI,1.81,1.102,2.691
2021-08-11,AI,1.61,0.993,2.374
2021-08-12,AI,1.444,0.897,2.118
2021-08-13,AI,1.308,0.815,1.916
2021-08-14,AI,1.201,0.748,1.759
2021-08-15,AI,1.119,0.696,1.641
2021-08-16,AI,1.058,0.655,1.555
2021-08-17,AI,1.025,0.635,1.508
2021-08-18,AI,1.034,0.645,1.515
2021-08-19,AI,1.086,0.687,1.576
2021-08-20,AI,1.172,0.757,1.677
2021-08-21,AI,1.278,0.845,1.799
2021-08-22,AI,1.378,0.932,1.91
2021-08-23,AI,1.446,0.998,1.975
2021-08-24,AI,1.474,1.034,1.99
2021-08-25,AI,1.476,1.051,1.971
2021-08-26,AI,1.467,1.06,1.939
2021-08-27,AI,1.446,1.058,1.895
2021-08-28,AI,1.408,1.04,1.832
2021-08-29,AI,1.35,1.003,1.748
2021-08-30,AI,1.272,0.948,1.644
2021-08-31,AI,1.181,0.879,1.528
2021-09-01,AI,1.088,0.806,1.412
2021-09-02,AI,1.007,0.741,1.312
2021-09-03,AI,0.942,0.688,1.234
2021-09-04,AI,0.894,0.648,1.178
2021-09-05,AI,0.856,0.615,1.136
2021-09-06,AI,0.82,0.583,1.098
2021-09-07,AI,0.78,0.546,1.055
2021-09-08,AI,0.737,0.507,1.011
2021-09-09,AI,0.699,0.47,0.972
2021-09-10,AI,0.671,0.441,0.947
2021-09-11,AI,0.656,0.423,0.939
2021-09-12,AI,0.656,0.415,0.951
2021-09-13,AI,0.664,0.412,0.974
2021-09-14,AI,0.669,0.407,0.994
2021-09-15,AI,0.669,0.397,1.009
2021-09-16,AI,0.669,0.388,1.025
2021-09-17,AI,0.675,0.383,1.048
2021-09-18,AI,0.689,0.383,1.083
2021-09-19,AI,0.714,0.391,1.132
2021-09-20,AI,0.745,0.404,1.19
2021-09-21,AI,0.775,0.415,1.245
2021-09-22,AI,0.797,0.421,1.29
2021-09-23,AI,0.812,0.423,1.325
2021-09-24,AI,0.822,0.423,1.352
2021-09-25,AI,0.833,0.423,1.379
2021-09-26,AI,0.842,0.422,1.403
2021-09-27,AI,0.846,0.419,1.421
2021-09-28,AI,0.852,0.417,1.44
2021-09-29,AI,0.875,0.427,1.482
2021-09-30,AI,0.922,0.453,1.554
2021-10-01,AI,0.993,0.497,1.656
2021-10-02,AI,1.079,0.554,1.776
2021-10-03,AI,1.166,0.615,1.891
2021-10-04,AI,1.24,0.671,1.98
2021-10-05,AI,1.289,0.714,2.031
2021-10-06,AI,1.316,0.744,2.048
2021-10-07,AI,1.325,0.764,2.039
2021-10-08,AI,1.324,0.777,2.014
2021-10-09,AI,1.315,0.785,1.981
2020-03-24,AR,0.931,0.401,1.682
2020-03-25,AR,0.903,0.381,1.646
2020-03-26,AR,0.872,0.359,1.61
2020-03-27,AR,0.841,0.336,1.575
2020-03-28,AR,0.81,0.312,1.543
2020-03-29,AR,0.773,0.283,1.504
2020-03-30,AR,0.724,0.248,1.452
2020-03-31,AR,0.669,0.209,1.392
2020-04-01,AR,0.615,0.171,1.336
2020-04-02,AR,0.568,0.138,1.295
2020-04-03,AR,0.541,0.115,1.29
2020-04-04,AR,0.542,0.103,1.337
2020-04-05,AR,0.565,0.099,1.431
2020-04-06,AR,0.605,0.099,1.559
2020-04-07,AR,0.658,0.104,1.715
2020-04-08,AR,0.715,0.109,1.879
2020-04-09,AR,0.775,0.117,2.044
2020-04-10,AR,0.853,0.132,2.232
2020-04-11,AR,0.955,0.159,2.45
2020-04-12,AR,1.071,0.195,2.676
2020-04-13,AR,1.171,0.232,2.855
2020-04-14,AR,1.226,0.257,2.936
2020-04-15,AR,1.213,0.259,2.889
2020-04-16,AR,1.139,0.238,2.733
2020-04-17,AR,1.025,0.199,2.513
2020-04-18,AR,0.897,0.155,2.279
2020-04-19,AR,0.774,0.111,2.064
2020-04-20,AR,0.665,0.075,1.886
2020-04-21,AR,0.569,0.045,1.741
2020-04-22,AR,0.482,0.023,1.62
2020-04-23,AR,0.405,0,1.527
2020-04-24,AR,0.34,0,1.459
2020-04-25,AR,0.293,0,1.439
2020-04-26,AR,0.277,0,1.512
2020-04-27,AR,0.299,0,1.726
2020-04-28,AR,0.357,0,2.097
2020-04-29,AR,0.448,0,2.622
2020-04-30,AR,0.554,0,3.238
2020-05-01,AR,0.659,0,3.862
2020-05-02,AR,0.762,0,4.456
2020-05-03,AR,0.886,0,5.067
2020-05-04,AR,1.036,0,5.687
2020-05-05,AR,1.163,0.001,6.156
2020-05-06,AR,1.218,0.001,6.323
2020-05-07,AR,1.189,0.001,6.173
2020-05-08,AR,1.092,0,5.789
2020-05-09,AR,0.961,0,5.305
2020-05-10,AR,0.838,0,4.869
2020-05-11,AR,0.747,0,4.567
2020-05-12,AR,0.673,0,4.358
2020-05-13,AR,0.598,0,4.169
2020-05-14,AR,0.515,0,3.938
2020-05-15,AR,0.42,0,3.612
2020-05-16,AR,0.319,0,3.139
2020-05-17,AR,0.242,0,2.647
2020-05-18,AR,0.215,0,2.446
2020-05-19,AR,0.233,0,2.667
2020-05-20,AR,0.281,0,3.222
2020-05-21,AR,0.359,0,4.11
2020-05-22,AR,0.459,0,5.256
2020-05-23,AR,0.572,0,6.549
2020-05-24,AR,0.685,0,7.841
2020-05-25,AR,0.784,0,8.973
2020-05-26,AR,0.861,0,9.853
2020-05-27,AR,0.914,0,10.47
2020-05-28,AR,0.949,0,10.871
2020-05-29,AR,0.971,0,11.117
2020-05-30,AR,0.984,0,11.262
2020-05-31,AR,0.991,0,11.345
2020-06-01,AR,0.995,0,11.392
2020-06-02,AR,0.997,0,11.418
2020-06-03,AR,0.999,0,11.432
2020-06-04,AR,1.031,0,11.81
2020-06-05,AR,1.159,0,13.22
2020-06-06,AR,1.496,0,16.559
2020-06-07,AR,2.177,0,21.969
2020-06-08,AR,3.099,0,27.086
2020-06-09,AR,3.671,0,28.056
2020-06-10,AR,3.556,0,24.587
2020-06-11,AR,3.041,0,19.599
2020-06-12,AR,2.54,0,15.465
2020-06-13,AR,2.212,0,12.715
2020-06-14,AR,2.065,0.001,11.08
2020-06-15,AR,2.053,0.003,10.152
2020-06-16,AR,2.1,0.008,9.534
2020-06-17,AR,2.136,0.018,8.948
2020-06-18,AR,2.121,0.035,8.28
2020-06-19,AR,2.026,0.051,7.488
2020-06-20,AR,1.86,0.06,6.629
2020-06-21,AR,1.67,0.063,5.819
2020-06-22,AR,1.494,0.061,5.14
2020-06-23,AR,1.357,0.059,4.627
2020-06-24,AR,1.25,0.055,4.241
2020-06-25,AR,1.158,0.051,3.939
2020-06-26,AR,1.078,0.045,3.697
2020-06-27,AR,1.009,0.039,3.504
2020-06-28,AR,0.952,0.033,3.361
2020-06-29,AR,0.914,0.029,3.274
2020-06-30,AR,0.901,0.027,3.254
2020-07-01,AR,0.909,0.026,3.291
2020-07-02,AR,0.93,0.027,3.365
2020-07-03,AR,0.957,0.029,3.45
2020-07-04,AR,0.976,0.029,3.514
2020-07-05,AR,0.969,0.027,3.517
2020-07-06,AR,0.926,0.022,3.437
2020-07-07,AR,0.855,0.015,3.295
2020-07-08,AR,0.77,0.009,3.125
2020-07-09,AR,0.69,0.004,2.973
2020-07-10,AR,0.624,0,2.87
2020-07-11,AR,0.582,0,2.842
2020-07-12,AR,0.558,0,2.885
2020-07-13,AR,0.546,0,2.981
2020-07-14,AR,0.54,0,3.114
2020-07-15,AR,0.561,0,3.348
2020-07-16,AR,0.645,0,3.813
2020-07-17,AR,0.813,0,4.557
2020-07-18,AR,1.052,0.001,5.484
2020-07-19,AR,1.328,0.002,6.404
2020-07-20,AR,1.546,0.006,6.987
2020-07-21,AR,1.605,0.009,6.982
2020-07-22,AR,1.508,0.01,6.485
2020-07-23,AR,1.337,0.008,5.793
2020-07-24,AR,1.164,0.006,5.144
2020-07-25,AR,1.053,0,4.716
2020-07-26,AR,1.054,0,4.63
2020-07-27,AR,1.164,0.011,4.851
2020-07-28,AR,1.358,0.024,5.26
2020-07-29,AR,1.611,0.053,5.734
2020-07-30,AR,1.849,0.1,6.066
2020-07-31,AR,1.971,0.152,6.058
2020-08-01,AR,1.973,0.196,5.755
2020-08-02,AR,1.914,0.232,5.33
2020-08-03,AR,1.825,0.26,4.884
2020-08-04,AR,1.733,0.281,4.478
2020-08-05,AR,1.661,0.303,4.151
2020-08-06,AR,1.606,0.325,3.891
2020-08-07,AR,1.549,0.341,3.654
2020-08-08,AR,1.481,0.346,3.425
2020-08-09,AR,1.395,0.338,3.186
2020-08-10,AR,1.281,0.311,2.924
2020-08-11,AR,1.155,0.273,2.662
2020-08-12,AR,1.044,0.236,2.441
2020-08-13,AR,0.957,0.206,2.275
2020-08-14,AR,0.894,0.182,2.162
2020-08-15,AR,0.856,0.165,2.103
2020-08-16,AR,0.832,0.152,2.077
2020-08-17,AR,0.806,0.137,2.055
2020-08-18,AR,0.773,0.119,2.027
2020-08-19,AR,0.738,0.1,1.999
2020-08-20,AR,0.709,0.084,1.986
2020-08-21,AR,0.698,0.073,2.009
2020-08-22,AR,0.727,0.073,2.112
2020-08-23,AR,0.806,0.086,2.313
2020-08-24,AR,0.942,0.116,2.612
2020-08-25,AR,1.128,0.168,2.982
2020-08-26,AR,1.34,0.242,3.36
2020-08-27,AR,1.53,0.326,3.648
2020-08-28,AR,1.664,0.407,3.792
2020-08-29,AR,1.721,0.469,3.772
2020-08-30,AR,1.69,0.497,3.601
2020-08-31,AR,1.597,0.493,3.338
2020-09-01,AR,1.479,0.47,3.054
2020-09-02,AR,1.361,0.44,2.792
2020-09-03,AR,1.256,0.409,2.57
2020-09-04,AR,1.176,0.384,2.403
2020-09-05,AR,1.12,0.367,2.285
2020-09-06,AR,1.072,0.35,2.19
2020-09-07,AR,1.02,0.327,2.098
2020-09-08,AR,0.966,0.302,2.009
2020-09-09,AR,0.911,0.274,1.924
2020-09-10,AR,0.851,0.241,1.837
2020-09-11,AR,0.791,0.208,1.755
2020-09-12,AR,0.75,0.183,1.708
2020-09-13,AR,0.746,0.174,1.726
2020-09-14,AR,0.78,0.181,1.808
2020-09-15,AR,0.842,0.199,1.941
2020-09-16,AR,0.926,0.228,2.106
2020-09-17,AR,1.035,0.271,2.302
2020-09-18,AR,1.176,0.337,2.531
2020-09-19,AR,1.351,0.43,2.788
2020-09-20,AR,1.539,0.547,3.036
2020-09-21,AR,1.708,0.67,3.223
2020-09-22,AR,1.82,0.776,3.302
2020-09-23,AR,1.858,0.847,3.259
2020-09-24,AR,1.831,0.88,3.124
2020-09-25,AR,1.767,0.887,2.946
2020-09-26,AR,1.696,0.884,2.77
2020-09-27,AR,1.635,0.881,2.618
2020-09-28,AR,1.593,0.886,2.503
2020-09-29,AR,1.568,0.9,2.419
2020-09-30,AR,1.558,0.921,2.36
2020-10-01,AR,1.559,0.948,2.318
2020-10-02,AR,1.574,0.986,2.298
2020-10-03,AR,1.605,1.035,2.297
2020-10-04,AR,1.644,1.092,2.308
2020-10-05,AR,1.685,1.151,2.32
2020-10-06,AR,1.718,1.203,2.322
2020-10-07,AR,1.73,1.24,2.301
2020-10-08,AR,1.722,1.259,2.256
2020-10-09,AR,1.699,1.265,2.197
2020-10-10,AR,1.667,1.26,2.129
2020-10-11,AR,1.626,1.246,2.056
2020-10-12,AR,1.578,1.224,1.977
2020-10-13,AR,1.531,1.199,1.902
2020-10-14,AR,1.487,1.176,1.834
2020-10-15,AR,1.447,1.153,1.773
2020-10-16,AR,1.408,1.13,1.715
2020-10-17,AR,1.369,1.106,1.66
2020-10-18,AR,1.325,1.075,1.6
2020-10-19,AR,1.271,1.035,1.532
2020-10-20,AR,1.216,0.992,1.462
2020-10-21,AR,1.165,0.951,1.4
2020-10-22,AR,1.123,0.917,1.348
2020-10-23,AR,1.089,0.89,1.307
2020-10-24,AR,1.064,0.871,1.277
2020-10-25,AR,1.044,0.854,1.253
2020-10-26,AR,1.022,0.836,1.227
2020-10-27,AR,0.996,0.813,1.197
2020-10-28,AR,0.968,0.789,1.167
2020-10-29,AR,0.946,0.768,1.142
2020-10-30,AR,0.932,0.756,1.127
2020-10-31,AR,0.928,0.751,1.124
2020-11-01,AR,0.929,0.75,1.125
2020-11-02,AR,0.927,0.748,1.125
2020-11-03,AR,0.921,0.741,1.121
2020-11-04,AR,0.912,0.732,1.112
2020-11-05,AR,0.905,0.724,1.106
2020-11-06,AR,0.904,0.721,1.106
2020-11-07,AR,0.911,0.726,1.116
2020-11-08,AR,0.92,0.732,1.129
2020-11-09,AR,0.926,0.736,1.137
2020-11-10,AR,0.924,0.733,1.138
2020-11-11,AR,0.921,0.728,1.136
2020-11-12,AR,0.923,0.728,1.14
2020-11-13,AR,0.934,0.737,1.155
2020-11-14,AR,0.953,0.752,1.177
2020-11-15,AR,0.971,0.767,1.2
2020-11-16,AR,0.982,0.776,1.213
2020-11-17,AR,0.982,0.775,1.214
2020-11-18,AR,0.976,0.769,1.207
2020-11-19,AR,0.972,0.765,1.204
2020-11-20,AR,0.981,0.772,1.214
2020-11-21,AR,1,0.789,1.236
2020-11-22,AR,1.02,0.806,1.259
2020-11-23,AR,1.033,0.817,1.273
2020-11-24,AR,1.035,0.819,1.275
2020-11-25,AR,1.03,0.816,1.269
2020-11-26,AR,1.025,0.812,1.263
2020-11-27,AR,1.026,0.814,1.263
2020-11-28,AR,1.036,0.823,1.273
2020-11-29,AR,1.049,0.836,1.287
2020-11-30,AR,1.058,0.843,1.296
2020-12-01,AR,1.055,0.842,1.292
2020-12-02,AR,1.044,0.833,1.278
2020-12-03,AR,1.03,0.822,1.261
2020-12-04,AR,1.02,0.814,1.249
2020-12-05,AR,1.016,0.811,1.244
2020-12-06,AR,1.016,0.812,1.244
2020-12-07,AR,1.015,0.811,1.242
2020-12-08,AR,1.008,0.805,1.234
2020-12-09,AR,0.995,0.794,1.218
2020-12-10,AR,0.98,0.78,1.202
2020-12-11,AR,0.967,0.769,1.188
2020-12-12,AR,0.958,0.76,1.177
2020-12-13,AR,0.947,0.751,1.167
2020-12-14,AR,0.934,0.738,1.153
2020-12-15,AR,0.916,0.721,1.133
2020-12-16,AR,0.895,0.702,1.113
2020-12-17,AR,0.88,0.686,1.097
2020-12-18,AR,0.871,0.676,1.089
2020-12-19,AR,0.867,0.671,1.088
2020-12-20,AR,0.867,0.668,1.091
2020-12-21,AR,0.872,0.67,1.1
2020-12-22,AR,0.884,0.678,1.117
2020-12-23,AR,0.909,0.697,1.149
2020-12-24,AR,0.951,0.731,1.199
2020-12-25,AR,1.011,0.781,1.269
2020-12-26,AR,1.076,0.837,1.344
2020-12-27,AR,1.129,0.884,1.404
2020-12-28,AR,1.156,0.909,1.433
2020-12-29,AR,1.15,0.906,1.423
2020-12-30,AR,1.12,0.883,1.385
2020-12-31,AR,1.083,0.853,1.339
2021-01-01,AR,1.049,0.826,1.298
2021-01-02,AR,1.017,0.8,1.261
2021-01-03,AR,0.982,0.77,1.22
2021-01-04,AR,0.938,0.731,1.17
2021-01-05,AR,0.882,0.681,1.107
2021-01-06,AR,0.819,0.626,1.038
2021-01-07,AR,0.765,0.577,0.979
2021-01-08,AR,0.732,0.545,0.945
2021-01-09,AR,0.721,0.532,0.939
2021-01-10,AR,0.73,0.534,0.956
2021-01-11,AR,0.751,0.546,0.988
2021-01-12,AR,0.777,0.562,1.026
2021-01-13,AR,0.804,0.579,1.065
2021-01-14,AR,0.835,0.6,1.109
2021-01-15,AR,0.875,0.628,1.162
2021-01-16,AR,0.921,0.663,1.221
2021-01-17,AR,0.964,0.696,1.276
2021-01-18,AR,0.993,0.717,1.313
2021-01-19,AR,1,0.722,1.323
2021-01-20,AR,0.984,0.708,1.304
2021-01-21,AR,0.952,0.681,1.268
2021-01-22,AR,0.917,0.651,1.227
2021-01-23,AR,0.886,0.624,1.193
2021-01-24,AR,0.859,0.599,1.164
2021-01-25,AR,0.832,0.575,1.136
2021-01-26,AR,0.805,0.549,1.11
2021-01-27,AR,0.78,0.524,1.085
2021-01-28,AR,0.759,0.502,1.067
2021-01-29,AR,0.746,0.486,1.06
2021-01-30,AR,0.744,0.479,1.066
2021-01-31,AR,0.748,0.475,1.082
2021-02-01,AR,0.756,0.474,1.102
2021-02-02,AR,0.764,0.473,1.124
2021-02-03,AR,0.775,0.474,1.148
2021-02-04,AR,0.787,0.477,1.175
2021-02-05,AR,0.803,0.482,1.205
2021-02-06,AR,0.819,0.487,1.236
2021-02-07,AR,0.828,0.487,1.258
